message,label
"I am looking for a small utility that will convert a Microsoft Video (AVI)
file to an Autodesk Animator Pro (FLC) file. Since AVIs also contain sound,
it would be nice if this utility also stored the sound track as a WAV or VOC
file. Currently I'm accomplishing this by saving the AVI as multiple DIBs
using Video for Windows, then converting each DIB to a GIF, then loading the
GIFs into Animator. For the sound, I load the original AVI into WavEdit and
save it as a seperate WAV file. This requires too many steps to be productive.

Any help will be GREATLY appreciated.

          Thanks
             Don
",0
"We are looking for GL source code, which was developed by Silicon Graphics (SGI).
We would like to compile it on Sun and HP 9000/700s. If there is anyone already
supporting GL on HP and Sun, please respond.
Also please respond if anyone knows where the source code is available.


Thank you",0
"

If this is the same as adjusting the shims between cam and valve, I have
the same question.  Do you buy a FULL set of shims before starting the
adjustment process, or do you calculate the shims you need and then run
off to the dealer in the cage to see if the right shims are in stock? 
Obviously the latter would be cheaper (what do shims cost?), but are
measurements of the shim need reliable enough to buy only the indicated shims?

Chris",1
"Charles Boesel writes
(sci.image.processing,comp.graphics), wdm@world.std.com (Wayne Michael)  

Illustrator for SGI is a shipping product. Adobe and SGI have announced that  
Photoshop is being ported to SGI machines. A simillar announcement has been  
made by Adobe and Sun for Sun platforms. No dates have been announced to the  
best of my knowledge.",0
"Remember that the UNIX versions of PoV don't create TGA but QRT file
format output by default. +ft is needed to make TGA.
",0
": Has anyone seen hallusions?  You can buy a poster of them and it looks like a simple dot pattern
: when you first look at it but if you focus behind it you see a 3d picture.  I'm looking for
: a program that generates these pictures.  There's a company in Texas that makes them but I 
: doubt if they're giving the program away.  Any help would be appreciated. 
: 
There is a program included with the book ""Virtual Reality Playhouse"" which
will let you generate these pictures.  It's not a very powerful program but
it does an acceptable job for experimentation purposes.",0
"

Or alternatively, 75% of the questions cover 10% of the topics in this group -
making them frequently asked.

So the other 25% cover 90% of the topics, making them rarely asked and thus in
sore need of answering ...

--
Chris Lilley
----------------------------------------------------------------------------
Technical Author, ITTI Computer Graphics and Visualisation Training Project
Computer Graphics Unit, Manchester Computing Centre, Oxford Road, 
Manchester, UK.  M13 9PL                        Internet: C.C.Lilley@mcc.ac.uk 
Voice: +44 (0)61 275 6045  Fax: +44 (0)61 275 6040 Janet: C.C.Lilley@uk.ac.mcc",0
"
When they explode 'em, all the screws fly away.",1
"Does anyone know where I can find a code which would take concave
polygons and break them up into a set of convex polygons?

Thanks,",0
"

Well 48 bit colour *could* be for improved resolution but 16 bits per channel
seems like a bit excessive. I have seen a paper that quoted 10 bits per channel
of 12 bits for computational precision. More than that would seem to be wasted.

Perhaps the frame buffer uses another colourspace which needs more bits to
represent the full range - RGB is a cube so it is a compact encoding.

Most likely however is that there are two separate 24 bit (8 bits per component)
frame buffers. This set up, called double buffering, allows a complex 3d picture
to be built up on one buffer while the other buffer (containing the previous
frame) is displayed. This makes for smoother animation.


Well hey if you want to brag about numbers, the 5000 range can take a PXG Turbo+
card with 96 bits per pixel. Full double buffering (Two 24 bit buffers), a 24
bit Z buffer and an extra 24 bit buffer for off screen image storage.

Mind you the card costs more than your workstation.

--
Chris Lilley
----------------------------------------------------------------------------
Technical Author, ITTI Computer Graphics and Visualisation Training Project
Computer Graphics Unit, Manchester Computing Centre, Oxford Road, 
Manchester, UK.  M13 9PL                        Internet: C.C.Lilley@mcc.ac.uk 
Voice: +44 (0)61 275 6045  Fax: +44 (0)61 275 6040 Janet: C.C.Lilley@uk.ac.mcc",0
"
Well, there *is* the standards document.  From the FAQ:

12) How to order standards documents.

The American National Standards Institute sells ANSI standards, and also
ISO (international) standards.  Their sales office is at 1-212-642-4900,
mailing address is 1430 Broadway, NY NY 10018.  It helps if you have the
complete name and number.

Some useful numbers to know:

CGM (Computer Graphics Metafile) is ISO 8632-4 (1987).  GKS (Graphical
Kernel System) is ANSI X3.124-1985. ...


You might also want to look at gplot from the folks at the Pittsburgh
Supercomputer Center.  Fish around at calpe.psc.edu.  It is pretty
nifty.

							spl",0
